idx,INSEE,nom,latitude,longitude,population
1,75100,Paris,48.867 ,2.333 ,2152423
2,13200,Marseille,43.300 ,5.400 ,800550
3,69380,Lyon,45.750 ,4.850 ,415487
4,31555,Toulouse,43.600 ,1.433 ,358688
5,6088,Nice,43.700 ,7.250 ,342439
6,67482,Strasbourg,48.583 ,7.750 ,252338
7,44109,Nantes,47.217 ,-1.550 ,244995
8,33063,Bordeaux,44.833 ,-0.567 ,210336
9,34172,Montpellier,43.600 ,3.883 ,207996
10,42218,Saint-Etienne,45.433 ,4.400 ,199396
11,35238,Rennes,48.083 ,-1.683 ,197536
12,76351,LeHavre,49.500 ,0.133 ,195854
13,51454,Reims,49.250 ,4.033 ,180620
14,59350,Lille,50.633 ,3.067 ,172142
15,83137,Toulon,43.117 ,5.933 ,167619
16,38185,Grenoble,45.167 ,5.717 ,150758
17,29019,Brest,48.400 ,-4.483 ,147956
18,21231,Dijon,47.317 ,5.017 ,146703
19,72181,LeMans,48.000 ,0.200 ,145502
20,49007,Angers,47.467 ,-0.550 ,141404
21,63113,Clermont-Ferrand,45.783 ,3.083 ,136181
22,87085,Limoges,45.850 ,1.250 ,133464
23,80021,Amiens,49.900 ,2.300 ,131872
24,37261,Tours,47.383 ,0.683 ,129509
25,30189,Nimes,43.833 ,4.350 ,128471
26,13001,Aix-en-Provence,43.533 ,5.433 ,123842
27,57463,Metz,49.133 ,6.167 ,119594
28,69266,Villeurbanne,45.767 ,4.883 ,116872
29,25056,Besancon,47.250 ,6.033 ,113828
30,14118,Caen,49.183 ,-0.350 ,112846
31,68224,Mulhouse,47.750 ,7.333 ,108357
32,66136,Perpignan,42.683 ,2.883 ,105983
33,45234,Orleans,47.917 ,1.900 ,105111
34,76540,Rouen,49.433 ,1.083 ,102723
35,92012,Boulogne-Billancourt,48.833 ,2.250 ,101743
36,54395,Nancy,48.683 ,6.200 ,99351
37,59512,Roubaix,50.700 ,3.167 ,97746
38,93048,Montreuil,48.867 ,2.433 ,94754
39,59599,Tourcoing,50.717 ,3.150 ,93765
40,95018,Argenteuil,48.950 ,2.250 ,93096
41,93066,Saint-Denis,48.933 ,2.358 ,89988
42,78646,Versailles,48.800 ,2.133 ,87789
43,84007,Avignon,43.950 ,4.817 ,86939
44,92050,Nanterre,48.900 ,2.200 ,84565
45,94081,Vitry-sur-Seine,48.783 ,2.400 ,82400
46,93005,Aulnay-sous-Bois,48.950 ,2.517 ,82314
47,64445,Pau,43.300 ,-0.367 ,82157
48,94028,Creteil,48.783 ,2.467 ,82088
49,94017,Champigny-sur-Marne,48.817 ,2.517 ,79486
50,86194,Poitiers,46.583 ,0.333 ,78894
51,92025,Colombes,48.917 ,2.250 ,78513
52,94068,Saint-Maur-des-Fosses,48.800 ,2.500 ,77206
53,18033,Bourges,47.083 ,2.400 ,75609
54,62193,Calais,50.950 ,1.833 ,75309
55,17300,LaRochelle,46.167 ,-1.150 ,71094
56,34032,Beziers,43.350 ,3.250 ,70996
57,59183,Dunkerque,51.050 ,2.367 ,70331
58,6004,Antibes,43.583 ,7.117 ,70005
59,6029,Cannes,43.550 ,7.017 ,68676
60,93001,Aubervilliers,48.917 ,2.383 ,67557
61,92063,Rueil-Malmaison,48.883 ,2.200 ,66401
62,59009,Villeneuve-d'Ascq,50.683 ,3.142 ,65320
63,44184,Saint-Nazaire,47.283 ,-2.200 ,64812
64,68066,Colmar,48.083 ,7.367 ,63498
65,26362,Valence,44.933 ,4.900 ,63437
66,92051,Neuilly-sur-Seine,48.883 ,2.267 ,61768
67,93029,Drancy,48.933 ,2.450 ,60707
68,2691,Saint-Quentin,49.850 ,3.283 ,60644
69,69259,Venissieux,45.683 ,4.883 ,60444
70,83126,LaSeyne-sur-Mer,43.100 ,5.883 ,59968
71,29232,Quimper,48.000 ,-4.100 ,59437
72,56121,Lorient,47.750 ,-3.367 ,59271
73,10387,Troyes,48.300 ,4.083 ,59255
74,20004,Ajaccio,41.917 ,8.733 ,58949
75,92002,Antony,48.750 ,2.300 ,57771
76,33281,Merignac,44.833 ,-0.633 ,57273
77,79191,Niort,46.317 ,-0.467 ,57012
78,8105,Charleville-Mezieres,49.767 ,4.717 ,57008
79,95585,Sarcelles,49.000 ,2.383 ,56833
80,49099,Cholet,47.067 ,-0.883 ,55132
81,71076,Chalon-sur-Saone,46.783 ,4.850 ,54575
82,60057,Beauvais,49.433 ,2.083 ,54190
83,73065,Chambery,45.567 ,5.933 ,54120
84,93051,Noisy-le-Grand,48.850 ,2.567 ,54032
85,94041,Ivry-sur-Seine,48.817 ,2.383 ,53619
86,94046,Maisons-Alfort,48.800 ,2.433 ,53375
87,13004,Arles,43.667 ,4.633 ,52058
88,94033,Fontenay-sous-Bois,48.850 ,2.483 ,51868
89,82121,Montauban,44.017 ,1.350 ,51224
90,33318,Pessac,44.800 ,-0.617 ,51055
91,36044,Chateauroux,46.817 ,1.700 ,50969
92,53130,Laval,48.067 ,-0.767 ,50473
93,78586,Sartrouville,48.950 ,2.183 ,50329
94,90010,Belfort,47.633 ,6.867 ,50125
95,19031,Brive-la-Gaillarde,45.150 ,1.533 ,49765
96,74010,Annecy,45.900 ,6.117 ,49644
97,41018,Blois,47.583 ,1.333 ,49318
98,27229,Evreux,49.017 ,1.150 ,49103
99,93031,Epinay-sur-Seine,48.950 ,2.308 ,48762
100,93071,Sevran,48.933 ,2.533 ,48478
101,51108,Chalons-en-Champagne,48.958 ,4.367 ,48423
102,94076,Villejuif,48.800 ,2.367 ,48405
103,77284,Meaux,48.950 ,2.867 ,48305
104,95127,Cergy,49.033 ,2.067 ,48226
105,35288,Saint-Malo,48.650 ,-2.017 ,48057
106,83069,Hyeres,43.117 ,6.117 ,48043
107,92024,Clichy,48.900 ,2.300 ,48030
108,65440,Tarbes,43.233 ,0.083 ,47566
109,92044,Levallois-Perret,48.900 ,2.283 ,47548
110,93055,Pantin,48.900 ,2.400 ,47303
111,92023,Clamart,48.800 ,2.267 ,47227
112,93007,LeBlanc-Mesnil,48.933 ,2.450 ,46956
113,93010,Bondy,48.900 ,2.467 ,46676
114,81004,Albi,43.933 ,2.150 ,46579
115,92040,Issy-les-Moulineaux,48.817 ,2.267 ,46127
116,11262,Narbonne,43.183 ,3.000 ,45849
117,56260,Vannes,47.667 ,-2.750 ,45644
118,91228,Evry,48.633 ,2.450 ,45531
119,77108,Chelles,48.883 ,2.600 ,45365
120,92048,Meudon,48.808 ,2.242 ,45339
121,85191,LaRoche-sur-Yon,46.667 ,-1.433 ,45219
122,78361,Mantes-la-Jolie,48.983 ,1.717 ,45087
123,92036,Gennevilliers,48.933 ,2.300 ,44818
124,81065,Castres,43.600 ,2.250 ,44812
125,22278,Saint-Brieuc,48.517 ,-2.783 ,44752
126,93008,Bobigny,48.900 ,2.450 ,44659
127,3185,Montlucon,46.333 ,2.600 ,44248
128,69256,Vaulx-en-Velin,45.783 ,4.933 ,44174
129,62160,Boulogne-sur-Mer,50.717 ,1.617 ,43678
130,59650,Wattrelos,50.700 ,3.217 ,43675
131,11069,Carcassonne,43.217 ,2.350 ,43470
132,16015,Angouleme,45.650 ,0.150 ,42876
133,44162,Saint-Herblain,47.217 ,-1.650 ,42774
134,92062,Puteaux,48.867 ,2.233 ,42756
135,13056,Martigues,43.400 ,5.050 ,42678
136,93070,Saint-Ouen,48.900 ,2.333 ,42343
137,94080,Vincennes,48.850 ,2.433 ,42267
138,59178,Douai,50.367 ,3.067 ,42175
139,95268,Garges-les-Gonesse,48.967 ,2.417 ,42144
140,58194,Nevers,46.983 ,3.167 ,41968
141,60159,Compiegne,49.417 ,2.833 ,41896
142,69290,Saint-Priest,45.692 ,4.933 ,41876
143,6030,LeCannet,43.567 ,7.017 ,41842
144,42187,Roanne,46.037 ,4.069 ,41756
145,34301,Sete,43.400 ,3.683 ,41510
146,83061,Frejus,43.434 ,6.736 ,41486
147,6069,Grasse,43.667 ,6.917 ,41388
148,69034,Caluire-et-Cuire,45.800 ,4.850 ,41311
149,13005,Aubagne,43.283 ,5.567 ,41100
150,30007,Ales,44.133 ,4.083 ,41037
151,1053,Bourg-en-Bresse,46.200 ,5.217 ,40972
152,6027,Cagnes-sur-Mer,43.667 ,7.150 ,40902
153,91174,Corbeil-Essonnes,48.600 ,2.483 ,40345
154,64102,Bayonne,43.483 ,-1.483 ,40051
155,78551,Saint-Germain-en-Laye,48.900 ,2.083 ,39926
156,57672,Thionville,49.367 ,6.167 ,39712
157,69029,Bron,45.733 ,4.917 ,39683
158,28085,Chartres,48.450 ,1.500 ,39595
159,62041,Arras,50.283 ,2.783 ,38983
160,42207,Saint-Chamond,45.467 ,4.500 ,38878
161,89024,Auxerre,47.800 ,3.567 ,38819
162,91377,Massy,48.733 ,2.283 ,38574
163,59606,Valenciennes,50.350 ,3.533 ,38441
164,92049,Montrouge,48.817 ,2.317 ,38106
165,20033,Bastia,42.700 ,9.450 ,37845
166,93064,Rosny-sous-Bois,48.867 ,2.483 ,37489
167,71270,Macon,46.300 ,4.833 ,37275
168,37122,Joue-les-Tours,47.350 ,0.667 ,36798
169,78498,Poissy,48.933 ,2.050 ,36745
170,88160,Epinal,48.183 ,6.450 ,36732
171,59378,Marcq-en-Baroeul,50.667 ,3.083 ,36601
172,92007,Bagneux,48.800 ,2.300 ,36364
173,93053,Noisy-le-Sec,48.883 ,2.467 ,36309
174,94002,Alfortville,48.800 ,2.417 ,36119
175,93032,Gagny,48.883 ,2.533 ,36059
176,92073,Suresnes,48.867 ,2.233 ,35998
177,76217,Dieppe,49.933 ,1.083 ,35894
178,13117,Vitrolles,43.467 ,5.250 ,35397
179,93046,Livry-Gargan,48.917 ,2.550 ,35387
180,77288,Melun,48.533 ,2.667 ,35319
181,28134,Dreux,48.733 ,1.367 ,35230
182,13047,Istres,43.517 ,4.983 ,35163
183,62498,Lens,50.433 ,2.833 ,35017
184,59392,Maubeuge,50.283 ,3.967 ,34989
185,93072,Stains,48.950 ,2.383 ,34879
186,86066,Chatellerault,46.800 ,0.533 ,34678
187,33522,Talence,44.817 ,-0.600 ,34485
188,38151,Echirolles,45.133 ,5.717 ,34435
189,38421,Saint-Martin-d'Heres,45.167 ,5.767 ,34341
190,93027,LaCourneuve,48.917 ,2.383 ,34139
191,54547,Vandoeuvre-les-Nancy,48.650 ,6.183 ,34105
192,94022,Choisy-le-Roi,48.767 ,2.417 ,34068
193,13103,Salon-de-Provence,43.633 ,5.100 ,34054
194,95252,Franconville,48.983 ,2.233 ,33802
195,62510,Lievin,50.417 ,2.767 ,33623
196,52448,Saint-Dizier,48.633 ,4.950 ,33552
197,5061,Gap,44.567 ,6.083 ,33444
198,91589,Savigny-sur-Orge,48.667 ,2.350 ,33295
199,44143,Reze,47.200 ,-1.567 ,33262
200,59122,Cambrai,50.167 ,3.233 ,33092
201,78440,LesMureaux,49.000 ,1.917 ,33089
202,64024,Anglet,43.483 ,-1.533 ,33041
203,26281,Romans-sur-Isere,45.050 ,5.050 ,32734
204,93006,Bagnolet,48.867 ,2.417 ,32600
205,13054,Marignane,43.417 ,5.217 ,32325
206,18279,Vierzon,47.217 ,2.083 ,32235
207,60175,Creil,49.267 ,2.483 ,31956
208,78423,Montigny-le-Bretonneux,48.767 ,2.033 ,31687
209,78172,Conflans-Sainte-Honorine,48.983 ,2.100 ,31467
210,93050,Neuilly-sur-Marne,48.850 ,2.533 ,31461
211,91549,Sainte-Genevieve-des-Bois,48.633 ,2.333 ,31286
212,92046,Malakoff,48.817 ,2.300 ,30959
213,78621,Trappes,48.783 ,2.000 ,30878
214,69286,Rillieux-La-Pape,45.821 ,4.898 ,30791
215,15014,Aurillac,44.917 ,2.450 ,30773
216,76575,Saint-Etienne-du-Rouvray,49.383 ,1.100 ,30731
217,13028,LaCiotat,43.167 ,5.600 ,30620
218,91687,Viry-Chatillon,48.667 ,2.383 ,30580
219,47001,Agen,44.200 ,0.633 ,30553
220,93078,Villepinte,48.967 ,2.533 ,30303
221,24322,Perigueux,45.183 ,0.717 ,30280
222,83050,Draguignan,43.533 ,6.467 ,30183
223,49328,Saumur,47.267 ,-0.083 ,30131
224,61001,Alencon,48.433 ,0.083 ,29988
225,26198,Montelimar,44.567 ,4.750 ,29982
226,2722,Soissons,49.367 ,3.333 ,29829
227,94038,Hay-les-Roses,48.783 ,2.333 ,29746
228,74281,Thonon-les-Bains,46.367 ,6.483 ,29677
229,78311,Houilles,48.917 ,2.200 ,29650
230,76681,Sotteville-les-Rouen,49.417 ,1.100 ,29544
231,78158,LeChesnay,48.825 ,2.125 ,29542
232,69264,Villefranche-sur-Saone,45.983 ,4.717 ,29542
233,38544,Vienne,45.517 ,4.867 ,29449
234,92019,Chatenay-Malabry,48.767 ,2.267 ,29197
235,67447,Schiltigheim,48.600 ,7.750 ,29155
236,6083,Menton,43.783 ,7.500 ,29141
237,91027,Athis-Mons,48.717 ,2.400 ,29123
238,25388,Montbeliard,47.517 ,6.800 ,29005
239,71153,LeCreusot,46.800 ,4.433 ,28909
240,64122,Biarritz,43.483 ,-1.567 ,28742
241,92064,Saint-Cloud,48.842 ,2.217 ,28597
242,94058,LePerreux-Sur-Marne,48.850 ,2.500 ,28477
243,91477,Palaiseau,48.717 ,2.250 ,28395
244,40192,Mont-de-Marsan,43.883 ,-0.500 ,28328
245,59328,Lambersart,50.650 ,3.033 ,28275
246,93014,Clichy-sous-Bois,48.917 ,2.550 ,28180
247,69282,Meyzieu,45.767 ,5.003 ,28077
248,78146,Chatou,48.883 ,2.150 ,27977
249,95219,Ermont,48.983 ,2.267 ,27947
250,91201,Draveil,48.683 ,2.417 ,27867
251,3310,Vichy,46.117 ,3.417 ,27714
252,67180,Haguenau,48.817 ,7.783 ,27675
253,74012,Annemasse,46.200 ,6.250 ,27669
254,76322,LeGrand-Quevilly,49.417 ,1.033 ,27658
255,94073,Thiais,48.767 ,2.383 ,27515
256,95500,Pontoise,49.050 ,2.100 ,27150
257,91691,Yerres,48.717 ,2.500 ,27136
258,50129,Cherbourg,49.650 ,-1.650 ,27121
259,89387,Sens,48.198 ,3.284 ,27082
260,57227,Forbach,49.183 ,6.900 ,27076
261,52121,Chaumont,48.117 ,5.133 ,27041
262,31149,Colomiers,43.617 ,1.350 ,26979
263,84087,Orange,44.133 ,4.800 ,26964
264,94034,Fresnes,48.750 ,2.317 ,26959
265,94078,Villeneuve-Saint-Georges,48.733 ,2.450 ,26952
266,24037,Bergerac,44.850 ,0.483 ,26899
267,93077,Villemomble,48.883 ,2.500 ,26863
268,51230,Epernay,49.050 ,3.950 ,26682
269,83118,Saint-Raphael,43.417 ,6.767 ,26616
270,39198,Dole,47.100 ,5.500 ,26577
271,59355,Lomme,50.650 ,2.983 ,26549
272,2408,Laon,49.567 ,3.617 ,26490
273,92020,Chatillon,48.800 ,2.283 ,26411
274,62427,Henin-Beaumont,50.417 ,2.933 ,26257
275,69149,Oullins,45.717 ,4.800 ,26129
276,95680,Villiers-le-Bel,49.000 ,2.383 ,26110
277,92075,Vanves,48.833 ,2.300 ,25967
278,78490,Plaisir,48.817 ,1.950 ,25877
279,17415,Saintes,45.750 ,-0.633 ,25874
280,94071,Sucy-en-Brie,48.767 ,2.533 ,25839
281,95063,Bezons,48.933 ,2.217 ,25680
282,33550,Villenave-d'Ornon,44.767 ,-0.550 ,25609
283,17299,Rochefort,45.933 ,-0.983 ,25561
284,93047,Montfermeil,48.900 ,2.567 ,25556
285,94052,Nogent-sur-Marne,48.833 ,2.483 ,25248
286,95582,Sannois,48.967 ,2.250 ,25229
287,59017,Armentieres,50.683 ,2.883 ,25219
288,91657,Vigneux-sur-Seine,48.700 ,2.417 ,25203
289,95607,Taverny,49.033 ,2.217 ,25151
290,91286,Grigny,48.650 ,2.383 ,24920
291,95280,Goussainville,49.017 ,2.467 ,24812
292,14327,Herouville-Saint-Clair,49.200 ,-0.317 ,24795
293,12202,Rodez,44.333 ,2.567 ,24701
294,73008,Aix-les-Bains,45.700 ,5.917 ,24683
295,91521,Ris-Orangis,48.650 ,2.417 ,24677
296,69275,Decines-Charpieu,45.750 ,4.967 ,24564
297,62119,Bethune,50.533 ,2.633 ,24556
298,91114,Brunoy,48.700 ,2.500 ,24468
299,6123,Saint-Laurent-du-Var,43.667 ,7.183 ,24426
300,92009,Bois-Colombes,48.917 ,2.267 ,24415
301,59271,Grande-Synthe,51.017 ,2.283 ,24362
302,78517,Rambouillet,48.650 ,1.833 ,24343
303,6155,Vallauris,43.583 ,7.050 ,24325
304,94016,Cachan,48.783 ,2.333 ,24266
305,84031,Carpentras,44.050 ,5.050 ,24212
306,1283,Oyonnax,46.250 ,5.667 ,23869
307,59540,Saint-Pol-sur-Mer,51.033 ,2.350 ,23832
308,92078,Villeneuve-la-Garenne,48.933 ,2.333 ,23824
309,93059,Pierrefitte-sur-Seine,48.967 ,2.367 ,23822
310,80001,Abbeville,50.100 ,1.833 ,23787
311,14366,Lisieux,49.150 ,0.233 ,23703
312,27681,Vernon,49.083 ,1.483 ,23659
313,59155,Coudekerque-Branche,51.033 ,2.400 ,23644
314,93063,Romainville,48.883 ,2.433 ,23563
315,92032,Fontenay-aux-Roses,48.783 ,2.283 ,23322
316,95277,Gonesse,48.983 ,2.450 ,23152
317,32013,Auch,43.650 ,0.583 ,23136
318,42095,Firminy,45.383 ,4.300 ,23123
319,57631,Sarreguemines,49.100 ,7.050 ,23117
320,44114,Orvault,47.267 ,-1.617 ,23115
321,84035,Cavaillon,43.838 ,5.038 ,23102
322,71306,Montceau-les-Mines,46.667 ,4.367 ,22999
323,38169,Fontaine,45.183 ,5.667 ,22853
324,78126,LaCelle-Saint-Cloud,48.850 ,2.150 ,22834
325,3190,Moulins,46.567 ,3.333 ,22799
326,47323,Villeneuve-sur-Lot,44.400 ,0.717 ,22782
327,52537,Villiers-sur-Marne,48.333 ,5.150 ,22740
328,88413,Saint-Die,48.283 ,6.950 ,22635
329,33039,Begles,44.800 ,-0.533 ,22604
330,76498,LePetit-Quevilly,49.433 ,1.033 ,22600
331,78208,Elancourt,48.783 ,1.950 ,22584
332,38053,Bourgoin-Jallieu,45.592 ,5.280 ,22392
333,67218,Illkirch-Graffenstaden,48.533 ,7.717 ,22307
334,35115,Fougeres,48.350 ,-1.200 ,22239
335,44190,Saint-Sebastien-sur-Loire,47.217 ,-1.500 ,22202
336,78358,Maisons-Laffitte,48.950 ,2.150 ,22173
337,95203,Eaubonne,49.000 ,2.283 ,22153
338,95306,Herblay,49.000 ,2.167 ,22135
339,56098,Lanester,47.750 ,-3.350 ,22102
340,33449,Saint-Medard-en-Jalles,44.900 ,-0.733 ,22064
341,92072,Sevres,48.817 ,2.200 ,21990
342,57480,Montigny-les-Metz,49.100 ,6.150 ,21983
343,94018,Charenton-le-Pont,48.817 ,2.417 ,21872
344,12145,Millau,44.100 ,3.083 ,21788
345,92035,LaGarenne-Colombes,48.900 ,2.250 ,21754
346,43157,LePuy-en-Velay,45.044 ,3.886 ,21743
347,33192,Gradignan,44.767 ,-0.617 ,21727
348,91421,Montgeron,48.700 ,2.450 ,21677
349,8409,Sedan,49.700 ,4.950 ,21667
350,94054,Orly,48.750 ,2.400 ,21646
351,77083,Champs-Sur-Marne,48.850 ,2.600 ,21611
352,13063,Miramas,43.583 ,5.000 ,21602
353,59368,LaMadeleine,50.650 ,3.067 ,21601
354,33249,Lormont,44.867 ,-0.533 ,21591
355,50502,Saint-Lo,49.117 ,-1.083 ,21546
356,33069,LeBouscat,44.867 ,-0.617 ,21538
357,91223,Etampes,48.433 ,2.150 ,21457
358,69202,Sainte-Foy-les-Lyon,45.733 ,4.800 ,21450
359,33119,Cenon,44.850 ,-0.533 ,21363
360,92060,LePlessis-Robinson,48.783 ,2.267 ,21289
361,73035,Beaune,45.250 ,6.467 ,21289
362,33243,Libourne,44.917 ,-0.233 ,21012
363,77285,LeMee-sur-Seine,48.533 ,2.633 ,20933
364,95428,Montmorency,49.000 ,2.333 ,20920
365,76259,Fecamp,49.750 ,0.367 ,20808
366,91570,Saint-Michel-sur-Orge,48.633 ,2.300 ,20771
367,78640,Velizy-Villacoublay,48.800 ,2.183 ,20725
368,54329,Luneville,48.600 ,6.500 ,20711
369,83144,LaValette-du-Var,43.133 ,5.983 ,20687
370,45147,Fleury-les-Aubrais,47.933 ,1.917 ,20673
371,59360,Loos,50.617 ,3.017 ,20657
372,59295,Hazebrouck,50.717 ,2.533 ,20567
373,94003,Arcueil,48.800 ,2.333 ,20334
374,33529,LaTeste-de-Buch,44.634 ,-1.137 ,20331
375,94077,Villeneuve-le-Roi,48.733 ,2.417 ,20325
376,59163,Croix,50.667 ,3.150 ,20231
377,59299,Hem,50.650 ,3.200 ,20200
378,93045,LesLilas,48.883 ,2.433 ,20118
379,77122,Combs-la-Ville,48.667 ,2.567 ,19973
380,76451,Mont-Saint-Aignan,49.467 ,1.083 ,19961
381,91345,Longjumeau,48.700 ,2.300 ,19864
382,69091,Givors,45.583 ,4.767 ,19777
383,91272,Gif-sur-Yvette,48.683 ,2.133 ,19754
384,46042,Cahors,44.433 ,1.433 ,19735
385,78383,Maurepas,48.767 ,1.917 ,19718
386,91103,Bretigny-sur-Orge,48.617 ,2.317 ,19671
387,68297,Saint-Louis,47.583 ,7.567 ,19547
388,59172,Denain,50.333 ,3.383 ,19544
389,60463,Nogent-sur-Oise,49.267 ,2.467 ,19537
390,16102,Cognac,45.700 ,-0.333 ,19528
391,91434,Morsang-sur-Orge,48.667 ,2.350 ,19401
392,94043,LeKremlin-Bicetre,48.817 ,2.367 ,19348
393,95555,Saint-Gratien,48.967 ,2.283 ,19338
394,40088,Dax,43.717 ,-1.050 ,19309
395,63124,Cournon-d'Auvergne,45.750 ,3.217 ,19156
396,39300,Lons-le-Saunier,46.667 ,5.550 ,19144
397,4112,Manosque,43.833 ,5.783 ,19107
398,78362,Mantes-la-Ville,48.967 ,1.717 ,19081
399,95197,Deuil-la-Barre,48.983 ,2.333 ,19062
400,77350,Ozoir-la-Ferriere,48.767 ,2.667 ,19031
401,28218,Luce,48.433 ,1.467 ,18796
402,63300,Riom,45.900 ,3.117 ,18793
403,77514,Villeparisis,48.933 ,2.617 ,18790
404,13077,Port-de-Bouc,43.400 ,4.983 ,18786
405,69204,Saint-Genis-Laval,45.683 ,4.800 ,18782
406,77390,Roissy-en-Brie,48.800 ,2.650 ,18688
407,38563,Voiron,45.367 ,5.583 ,18686
408,94067,Saint-Mande,48.833 ,2.417 ,18684
409,77468,Torcy,48.850 ,2.650 ,18681
410,95572,Saint-Ouen-l'Aumone,49.050 ,2.117 ,18673
411,27375,Louviers,49.217 ,1.167 ,18658
412,77305,Montereau-faut-Yonne,48.383 ,2.950 ,18657
413,77243,Lagny-sur-Marne,48.867 ,2.717 ,18643
414,29039,Concarneau,47.867 ,-3.917 ,18630
415,13071,Les-Pennes-Mirabeau,43.408 ,5.317 ,18599
416,62065,Avion,50.400 ,2.833 ,18534
417,7010,Annonay,45.233 ,4.667 ,18525
418,77445,Savigny-le-Temple,48.567 ,2.583 ,18520
419,92014,Bourg-la-Reine,48.775 ,2.317 ,18499
420,34145,Lunel,43.683 ,4.133 ,18404
421,69081,Ecully,45.767 ,4.767 ,18360
422,78297,Guyancourt,48.767 ,2.067 ,18307
423,44215,Vertou,47.167 ,-1.483 ,18235
424,26058,Bourg-les-Valence,44.950 ,4.883 ,18230
425,93049,Neuilly-Plaisance,48.867 ,2.517 ,18195
426,31395,Muret,43.467 ,1.350 ,18134
427,50383,Octeville,49.617 ,-1.650 ,18120
428,25462,Pontarlier,46.900 ,6.367 ,18104
429,92071,Sceaux,48.783 ,2.283 ,18052
430,59646,Wasquehal,50.667 ,3.150 ,17986
431,92033,Garches,48.842 ,2.183 ,17957
432,37233,Saint-Pierre-des-Corps,47.383 ,0.733 ,17947
433,59507,Ronchin,50.600 ,3.100 ,17937
434,71014,Autun,46.950 ,4.300 ,17906
435,61169,Flers,48.750 ,-0.567 ,17888
436,30028,Bagnols-sur-Ceze,44.167 ,4.617 ,17872
437,41194,Romorantin-Lanthenay,47.359 ,1.744 ,17865
438,13041,Gardanne,43.450 ,5.467 ,17864
439,47166,Meylan,44.067 ,0.117 ,17863
440,94019,Chennevieres-sur-Marne,48.800 ,2.517 ,17857
441,79049,Bressuire,46.850 ,-0.483 ,17827
442,92022,Chaville,48.800 ,2.200 ,17784
443,21166,Chenove,47.283 ,5.000 ,17721
444,56162,Ploemeur,47.733 ,-3.433 ,17637
445,59279,Halluin,50.783 ,3.133 ,17629
446,70550,Vesoul,47.633 ,6.167 ,17614
447,34003,Agde,43.317 ,3.467 ,17583
448,45232,Olivet,47.867 ,1.900 ,17572
449,47157,Marmande,44.500 ,0.167 ,17568
450,55029,Bar-le-Duc,48.783 ,5.167 ,17545
451,41269,Vendome,47.800 ,1.067 ,17525
452,74011,Annecy-le-Vieux,45.917 ,6.150 ,17520
453,50602,Tourlaville,49.633 ,-1.567 ,17516
454,59291,Hautmont,50.250 ,3.933 ,17475
455,95176,Cormeilles-en-Parisis,48.983 ,2.200 ,17417
456,73011,Albertville,45.683 ,6.383 ,17411
457,93057,LesPavillons-sous-Bois,48.900 ,2.517 ,17375
458,63075,Chamalieres,45.783 ,3.067 ,17301
459,54528,Toul,48.683 ,5.900 ,17281
460,84129,Sorgues,44.000 ,4.867 ,17236
461,31069,Blagnac,43.633 ,1.400 ,17209
462,19272,Tulle,45.267 ,1.767 ,17164
463,94037,Gentilly,48.817 ,2.333 ,17093
464,76447,Montivilliers,49.550 ,0.200 ,17067
465,62215,Carvin,50.483 ,2.967 ,17059
466,51649,Vitry-le-Francois,48.733 ,4.583 ,17033
467,95424,Montigny-les-Cormeilles,48.983 ,2.183 ,17012
468,78481,LePecq,48.900 ,2.100 ,17006
469,22113,Lannion,48.733 ,-3.467 ,16958
470,95218,Eragny,49.017 ,2.100 ,16941
471,91161,Chilly-Mazarin,48.700 ,2.300 ,16939
472,95323,Jouy-le-Moutier,49.017 ,2.033 ,16910
473,17306,Royan,45.633 ,-1.033 ,16837
474,33167,Floirac,44.833 ,-0.533 ,16834
475,78165,LesClayes-sous-Bois,48.817 ,1.983 ,16819
476,59526,Saint-Amand-les-Eaux,50.433 ,3.433 ,16776
477,33122,Cestas,44.733 ,-0.683 ,16768
478,78372,Marly-le-Roi,48.867 ,2.083 ,16741
479,29151,Morlaix,48.583 ,-3.833 ,16701
480,31557,Tournefeuille,43.583 ,1.350 ,16669
481,94042,Joinville-le-Pont,48.817 ,2.467 ,16657
482,76231,Elbeuf,49.283 ,1.000 ,16604
483,95598,Soisy-sous-Montmorency,48.983 ,2.300 ,16597
484,57606,Saint-Avold,49.100 ,6.700 ,16533
485,77337,Noisiel,48.850 ,2.633 ,16525
486,54578,Villers-les-Nancy,48.667 ,6.150 ,16515
487,6079,Mandelieu-la-Napoule,43.550 ,6.933 ,16493
488,67267,Lingolsheim,48.567 ,7.683 ,16480
489,45155,Gien,47.700 ,2.633 ,16477
490,59569,Sin-le-Noble,50.367 ,3.117 ,16472
491,29046,Douarnenez,48.100 ,-4.333 ,16457
492,61006,Argentan,48.750 ,-0.017 ,16413
493,33162,Eysines,44.883 ,-0.650 ,16391
494,45284,Saint-Jean-de-Braye,47.900 ,1.967 ,16387
495,25031,Audincourt,47.483 ,6.833 ,16361
496,74081,Cluses,46.067 ,6.600 ,16358
497,45285,Saint-Jean-de-la-Ruelle,47.917 ,1.867 ,16335
498,44047,Coueron,47.217 ,-1.733 ,16319
499,67043,Bischheim,48.617 ,7.750 ,16308
500,65286,Lourdes,43.100 ,-0.050 ,16300
501,34108,Frontignan,43.450 ,3.750 ,16245
502,94021,Chevilly-Larue,48.767 ,2.350 ,16223
503,38553,Villefontaine,45.617 ,5.150 ,16171
504,13002,Allauch,43.333 ,5.483 ,16092
